county,state,cases,population,num_physicians,phys_per_cap
Ashtabula,Ohio,6,97241,35,3.5993048199833405e-4
Athens,Ohio,3,65327,50,7.653803174797557e-4
Auglaize,Ohio,2,45656,18,3.942526721570002e-4
Belmont,Ohio,9,67006,25,3.7310091633585053e-4
Brown,Ohio,2,43432,12,2.762939767913059e-4
Butler,Ohio,36,383134,206,5.376708932122965e-4
Carroll,Ohio,5,26914,5,1.8577691907557405e-4
Champaign,Ohio,3,38885,8,2.0573485920020573e-4
Clark,Ohio,6,134083,61,4.5494208810960377e-4
Clermont,Ohio,10,206428,134,6.491367450152111e-4
Clinton,Ohio,3,41968,32,7.624857033930614e-4
Columbiana,Ohio,15,101883,44,4.318679269357989e-4
Coshocton,Ohio,5,36600,13,3.551912568306011e-4
Crawford,Ohio,5,41494,16,3.8559791777124404e-4
Cuyahoga,Ohio,527,1235072,1,8.096693957923101e-7
Darke,Ohio,13,51113,27,5.282413476023712e-4
Defiance,Ohio,5,38087,21,5.513692335967653e-4
Delaware,Ohio,40,209177,286,0.001367263131223796
Erie,Ohio,5,74266,57,7.675113780195513e-4
Fairfield,Ohio,14,157574,95,6.028913399418685e-4
Fayette,Ohio,1,28525,9,3.1551270815074496e-4
Franklin,Ohio,325,1316756,1,7.594421441785722e-7
Fulton,Ohio,2,42126,16,3.7981294212600296e-4
Gallia,Ohio,1,29898,26,8.696233861796776e-4
Geauga,Ohio,24,93649,65,6.940810900276565e-4
Greene,Ohio,6,168937,144,8.523887603070967e-4
Guernsey,Ohio,0,38875,17,4.372990353697749e-4
Hamilton,Ohio,124,817473,897,0.0010972839469927448
Hancock,Ohio,5,75783,42,5.542140057796603e-4
Hardin,Ohio,0,31365,10,3.188267176789415e-4
Harrison,Ohio,0,15040,3,1.9946808510638297e-4
Henry,Ohio,0,27006,10,3.7028808412945273e-4
Highland,Ohio,1,43161,14,3.243669053080327e-4
Hocking,Ohio,0,28264,14,4.953297480894424e-4
Holmes,Ohio,1,43960,11,2.502274795268426e-4
Huron,Ohio,4,58266,23,3.947413585967803e-4
Jackson,Ohio,0,32413,13,4.0107364329127203e-4
Jefferson,Ohio,11,65325,28,4.286261002678913e-4
Knox,Ohio,4,62322,21,3.369596611148551e-4
Lake,Ohio,44,230149,102,4.4319115008103447e-4
Lawrence,Ohio,1,59463,27,4.540638716512789e-4
Licking,Ohio,25,176862,76,4.297135619861813e-4
Logan,Ohio,3,45672,20,4.3790506218251883e-4
Lorain,Ohio,82,309833,163,5.260898613123845e-4
Lucas,Ohio,133,428348,396,9.244819632635147e-4
Madison,Ohio,7,44731,15,3.353379088328005e-4
Mahoning,Ohio,153,228683,237,0.0010363691223221666
Marion,Ohio,8,65093,19,2.9189006498394607e-4
Medina,Ohio,55,179746,106,5.897210508161517e-4
Meigs,Ohio,0,22907,2,8.730955603090758e-5
Mercer,Ohio,2,41172,20,4.85767026134266e-4
Miami,Ohio,52,106987,52,4.8604036004374365e-4
Monroe,Ohio,0,13654,2,1.4647722279185587e-4
Montgomery,Ohio,37,531687,497,9.347604887838145e-4
Morgan,Ohio,0,14508,1,6.892748828232699e-5
Morrow,Ohio,0,35328,6,1.6983695652173913e-4
Muskingum,Ohio,2,86215,58,6.72736762744302e-4
Noble,Ohio,0,14424,3,2.0798668885191348e-4
Ottawa,Ohio,2,40525,18,4.441702652683529e-4
Paulding,Ohio,0,18672,5,2.6778063410454157e-4
Perry,Ohio,1,36134,8,2.2139812918580838e-4
Pickaway,Ohio,12,58457,24,4.1055818806986333e-4
Pike,Ohio,1,27772,8,2.8805991646262423e-4
Portage,Ohio,38,162466,66,4.0623884381962996e-4
Preble,Ohio,1,40882,7,1.712244997798542e-4
Putnam,Ohio,0,33861,19,5.611175098195564e-4
Richland,Ohio,6,121154,65,5.365072552288823e-4
Ross,Ohio,2,76666,44,5.739180340698615e-4
Sandusky,Ohio,4,58518,29,4.955740114152911e-4
Scioto,Ohio,0,75314,48,6.37331704596755e-4
Seneca,Ohio,3,55178,23,4.1683279567943744e-4
Shelby,Ohio,5,48590,19,3.91026960279893e-4
Stark,Ohio,45,370606,299,8.067867222872809e-4
Summit,Ohio,131,541013,513,9.482212072537998e-4
Trumbull,Ohio,50,197974,92,4.647074868417065e-4
Tuscarawas,Ohio,9,91987,38,4.1310185134856015e-4
Union,Ohio,4,58988,28,4.7467281480979183e-4
Van Wert,Ohio,1,28275,13,4.597701149425287e-4
Vinton,Ohio,0,13085,2,1.5284677111196025e-4
Warren,Ohio,21,234602,196,8.354574982310467e-4
Washington,Ohio,3,59911,47,7.844970038891021e-4
Wayne,Ohio,9,115710,63,5.44464609800363e-4
Williams,Ohio,0,36692,18,4.90570151531669e-4
Wood,Ohio,15,130817,88,6.726954447816415e-4
Wyandot,Ohio,2,21772,5,2.2965276501929084e-4
Adair,Oklahoma,4,22194,8,3.604577813823556e-4
Alfalfa,Oklahoma,0,5702,2,3.5075412136092597e-4
Atoka,Oklahoma,0,13758,2,1.4536996656490768e-4
Beaver,Oklahoma,0,5311,1,1.8828845791752966e-4
Beckham,Oklahoma,1,21859,16,7.319639507754243e-4
Blaine,Oklahoma,0,9429,3,3.181673560292714e-4
Bryan,Oklahoma,1,47995,19,3.9587457026773624e-4
Caddo,Oklahoma,1,28762,5,1.7384048397190737e-4
Canadian,Oklahoma,19,148306,55,3.708548541529001e-4
Carter,Oklahoma,1,48111,26,5.404169524640934e-4
Cherokee,Oklahoma,4,48657,26,5.343527138952258e-4
Choctaw,Oklahoma,1,14672,6,4.089422028353326e-4
Cimarron,Oklahoma,0,2137,1,4.679457182966776e-4
Cleveland,Oklahoma,65,284014,140,4.929334469427563e-4
Coal,Oklahoma,0,5495,1,1.8198362147406734e-4
Comanche,Oklahoma,15,120749,97,8.033192821472641e-4
Cotton,Oklahoma,1,5666,1,1.7649135192375574e-4
Craig,Oklahoma,1,14142,6,4.2426813746287653e-4
Creek,Oklahoma,21,71522,17,2.3768910265372894e-4
Custer,Oklahoma,4,29003,16,5.516670689239044e-4
Delaware,Oklahoma,7,43009,20,4.65018949522193e-4
Dewey,Oklahoma,0,4891,2,4.089143324473523e-4
Ellis,Oklahoma,0,3859,2,5.182689816014512e-4
Garfield,Oklahoma,2,61056,33,5.404874213836478e-4
Garvin,Oklahoma,6,27711,9,3.247807729782397e-4
Grady,Oklahoma,2,55834,20,3.5820467815309665e-4
Grant,Oklahoma,0,4333,1,2.3078698361412417e-4
Greer,Oklahoma,0,5712,1,1.7507002801120448e-4
Harmon,Oklahoma,0,2653,1,3.769317753486619e-4
Harper,Oklahoma,0,3688,1,2.7114967462039046e-4
Haskell,Oklahoma,0,12627,4,3.167814999604023e-4
Hughes,Oklahoma,0,13279,4,3.0122750207093907e-4
Jackson,Oklahoma,1,24530,13,5.299633102323685e-4
Jefferson,Oklahoma,0,6002,2,3.332222592469177e-4
Johnston,Oklahoma,0,11085,3,2.7063599458728013e-4
Kay,Oklahoma,24,43538,18,4.1343194450824567e-4
Kingfisher,Oklahoma,0,15765,8,5.07453219156359e-4
Kiowa,Oklahoma,0,8708,3,3.4451079467156636e-4
Latimer,Oklahoma,1,10073,2,1.985505807604487e-4
Le Flore,Oklahoma,1,49853,15,3.008846007261348e-4
Lincoln,Oklahoma,5,34877,9,2.580497175789202e-4
Logan,Oklahoma,4,48011,1,2.082856012163879e-5
Love,Oklahoma,1,10253,3,2.92597288598459e-4
McClain,Oklahoma,3,40474,18,4.447299500914167e-4
McCurtain,Oklahoma,0,32832,15,4.5687134502923974e-4
McIntosh,Oklahoma,0,19596,6,3.061849357011635e-4
Major,Oklahoma,0,7629,3,3.9323633503735744e-4
Marshall,Oklahoma,0,16931,5,2.9531628373988543e-4
Mayes,Oklahoma,4,41100,15,3.64963503649635e-4
Murray,Oklahoma,0,14073,5,3.552902721523485e-4
Muskogee,Oklahoma,8,67997,34,5.000220597967557e-4
Noble,Oklahoma,4,11131,4,3.593567514149672e-4
Nowata,Oklahoma,5,10076,2,1.984914648670107e-4
Okfuskee,Oklahoma,0,11993,1,8.338197281747686e-5
Oklahoma,Oklahoma,155,797434,672,8.427029697755551e-4
Okmulgee,Oklahoma,3,38465,14,3.639672429481347e-4
Osage,Oklahoma,16,46963,9,1.9164022741306988e-4
Ottawa,Oklahoma,7,31127,16,5.140231952966877e-4
Pawnee,Oklahoma,15,16376,4,2.442598925256473e-4
Payne,Oklahoma,15,81784,41,5.013205516971534e-4
Pittsburg,Oklahoma,2,43654,21,4.810555733724286e-4
Pontotoc,Oklahoma,5,38284,25,6.530143140737645e-4
Pottawatomie,Oklahoma,5,72592,30,4.1326867974432447e-4
Pushmataha,Oklahoma,0,11096,2,1.802451333813987e-4
Roger Mills,Oklahoma,0,3583,2,5.581914596706671e-4
Rogers,Oklahoma,3,92459,34,3.677305616543549e-4
Seminole,Oklahoma,1,24258,10,4.1223513892324183e-4
Sequoyah,Oklahoma,2,41569,12,2.886766580865549e-4
Stephens,Oklahoma,5,43143,24,5.562895487101036e-4
Texas,Oklahoma,1,19983,10,5.004253615573238e-4
Tillman,Oklahoma,0,7250,2,2.7586206896551725e-4
Tulsa,Oklahoma,83,651552,710,0.0010897058101272039
Wagoner,Oklahoma,10,81289,26,3.1984647369262754e-4
Washington,Oklahoma,21,51527,23,4.4636792361286314e-4
Washita,Oklahoma,0,10916,3,2.7482594356907294e-4
Woods,Oklahoma,0,8793,5,5.686341407938133e-4
Woodward,Oklahoma,0,20211,10,4.947800702587699e-4
Baker,Oregon,0,16124,14,8.682709005209626e-4
Benton,Oregon,12,93053,104,0.0011176426337678527
Clackamas,Oregon,50,418187,370,8.847716452209179e-4
Clatsop,Oregon,3,40224,26,6.463802704852824e-4
Columbia,Oregon,1,52354,17,3.247125339038087e-4
Coos,Oregon,0,64487,52,8.063640733791306e-4
Crook,Oregon,0,24404,6,2.45861334207507e-4
Curry,Oregon,0,22925,15,6.543075245365322e-4
Deschutes,Oregon,24,197692,199,0.0010066163527102767
Douglas,Oregon,9,110980,66,5.94701748062714e-4
Gilliam,Oregon,0,1912,0,0
Grant,Oregon,1,7199,7,9.723572718433116e-4
Harney,Oregon,0,7393,5,6.763154335181928e-4
Hood River,Oregon,3,23382,49,0.002095629116414336
Jackson,Oregon,21,220944,200,9.052067492215222e-4
Jefferson,Oregon,0,24658,10,4.055478952064239e-4
Josephine,Oregon,10,87487,68,7.77258335524135e-4
Klamath,Oregon,5,68238,64,9.378938421407427e-4
Lake,Oregon,0,7869,5,6.354047528275512e-4
Lane,Oregon,16,382067,328,8.58488170922901e-4
Lincoln,Oregon,2,49962,26,5.203955005804411e-4
Linn,Oregon,37,129749,82,6.319894565661393e-4
Malheur,Oregon,1,30571,9,2.94396650420333e-4
Marion,Oregon,141,347818,237,6.813908423370843e-4
Morrow,Oregon,1,11603,4,3.4473842971645267e-4
Multnomah,Oregon,116,812855,1,1.230231714143359e-6
Polk,Oregon,18,86085,48,5.575884300400767e-4
Sherman,Oregon,0,1780,0,0
Tillamook,Oregon,3,27036,19,7.027666814617547e-4
Umatilla,Oregon,5,77950,35,4.4900577293136625e-4
Union,Oregon,1,26835,19,7.080305571082542e-4
Wallowa,Oregon,1,7208,9,0.0012486126526082132
Wasco,Oregon,7,26682,23,8.620043475001874e-4
Washington,Oregon,186,601592,534,8.876447825104057e-4
Wheeler,Oregon,0,1332,0,0
Yamhill,Oregon,16,107100,69,6.442577030812325e-4
Adams,Pennsylvania,9,103009,56,5.436418177052491e-4
Allegheny,Pennsylvania,325,1216045,1,8.223379891369151e-7
Armstrong,Pennsylvania,5,64735,29,4.4798022707963234e-4
Beaver,Pennsylvania,52,163929,71,4.331143360845244e-4
Bedford,Pennsylvania,2,47888,12,2.505846976277982e-4
Berks,Pennsylvania,110,421164,262,6.220854583962542e-4
Blair,Pennsylvania,6,121829,104,8.536555335757496e-4
Bradford,Pennsylvania,7,60323,56,9.283357923180213e-4
Bucks,Pennsylvania,319,628270,537,8.547280627755583e-4
Butler,Pennsylvania,60,187853,124,6.600906027585399e-4
Cambria,Pennsylvania,2,130192,108,8.295440580066364e-4
Cameron,Pennsylvania,1,4447,1,2.2487069934787497e-4
Carbon,Pennsylvania,17,64182,29,4.5184007977314513e-4
Centre,Pennsylvania,26,162385,123,7.574591249191736e-4
Chester,Pennsylvania,159,524989,444,8.457320058134552e-4
Clarion,Pennsylvania,3,38438,19,4.943025131380405e-4
Clearfield,Pennsylvania,4,79255,42,5.299350198725633e-4
Clinton,Pennsylvania,0,38632,20,5.177055290950507e-4
Columbia,Pennsylvania,7,64964,35,5.387599285758266e-4
Crawford,Pennsylvania,4,84629,58,6.853442673315294e-4
Cumberland,Pennsylvania,36,253370,231,9.117101472155346e-4
Dauphin,Pennsylvania,45,278299,298,0.0010707907682025448
Delaware,Pennsylvania,338,566747,604,0.001065731269861155
Elk,Pennsylvania,0,29910,15,5.015045135406219e-4
Erie,Pennsylvania,14,269728,217,8.045141772452248e-4
Fayette,Pennsylvania,14,129274,49,3.7903986880579235e-4
Forest,Pennsylvania,0,7247,1,1.3798813302056022e-4
Franklin,Pennsylvania,19,155027,94,6.063459913434434e-4
Fulton,Pennsylvania,0,14530,3,2.0646937370956642e-4
Greene,Pennsylvania,9,36233,17,4.6918554908508816e-4
Huntingdon,Pennsylvania,1,45144,16,3.54421407052986e-4
Indiana,Pennsylvania,6,84073,47,5.590379788992899e-4
Jefferson,Pennsylvania,0,43425,20,4.6056419113413934e-4
Juniata,Pennsylvania,3,24763,6,2.4229697532609135e-4
Lackawanna,Pennsylvania,78,209674,160,7.630893673035283e-4
Lancaster,Pennsylvania,123,545724,387,7.091496800580513e-4
Lawrence,Pennsylvania,13,85512,35,4.0929927963326783e-4
Lebanon,Pennsylvania,28,141793,83,5.853603492414999e-4
Lehigh,Pennsylvania,272,369318,373,0.0010099697279850968
Luzerne,Pennsylvania,212,317417,251,7.90757898915307e-4
Lycoming,Pennsylvania,6,113299,90,7.943582908940061e-4
McKean,Pennsylvania,1,40625,22,5.415384615384616e-4
Mercer,Pennsylvania,8,109424,71,6.488521713700834e-4
Mifflin,Pennsylvania,2,46138,24,5.201785946508301e-4
Monroe,Pennsylvania,236,170271,71,4.169823399169559e-4
Montgomery,Pennsylvania,570,830915,1,1.2034925353375495e-6
Montour,Pennsylvania,10,18230,NA,NA
Northampton,Pennsylvania,245,305285,252,8.254581784234404e-4
Northumberland,Pennsylvania,1,90843,41,4.5132811553999757e-4
Perry,Pennsylvania,1,46272,13,2.8094744121715074e-4
Philadelphia,Pennsylvania,1315,1584064,1,6.312876247424346e-7
Pike,Pennsylvania,48,55809,16,2.866921105914817e-4
Potter,Pennsylvania,2,16526,7,4.2357497277018035e-4
Schuylkill,Pennsylvania,38,141359,79,5.588607729256715e-4
Snyder,Pennsylvania,2,40372,20,4.953928465272962e-4
Somerset,Pennsylvania,2,73447,29,3.948425395182921e-4
Sullivan,Pennsylvania,0,6066,1,1.6485328058028355e-4
Susquehanna,Pennsylvania,1,40328,15,3.719500099186669e-4
Tioga,Pennsylvania,2,40591,21,5.17356064152152e-4
Union,Pennsylvania,4,44923,42,9.349331077621708e-4
Venango,Pennsylvania,3,50668,29,5.723533591221284e-4
Warren,Pennsylvania,1,39191,19,4.848051848638718e-4
Washington,Pennsylvania,33,206865,159,7.686172141251541e-4
Wayne,Pennsylvania,10,51361,30,5.841007768540332e-4
Westmoreland,Pennsylvania,61,348899,273,7.824614000040126e-4
Wyoming,Pennsylvania,0,26794,14,5.225050384414421e-4
York,Pennsylvania,66,449058,309,6.881071042048021e-4
Bristol,Rhode Island,19,48479,100,0.0020627488190763012
Kent,Rhode Island,40,164292,141,8.58228033014389e-4
Newport,Rhode Island,23,82082,69,8.40622791842304e-4
Providence,Rhode Island,305,638931,605,9.468941090665503e-4
Washington,Rhode Island,29,125577,115,9.157727927884883e-4
Abbeville,South Carolina,4,24527,14,5.707995270518205e-4
Aiken,South Carolina,13,170872,56,3.277306990027623e-4
Allendale,South Carolina,0,8688,7,8.057090239410681e-4
Anderson,South Carolina,39,202558,132,6.516652020655812e-4
Bamberg,South Carolina,2,14066,5,3.5546708374804495e-4
Barnwell,South Carolina,1,20866,4,1.9169941531678328e-4
Beaufort,South Carolina,91,192122,131,6.818584024734283e-4
Berkeley,South Carolina,15,227907,68,2.98367316493131e-4
Calhoun,South Carolina,3,14553,3,2.0614306328592042e-4
Charleston,South Carolina,142,411406,488,0.0011861761860546517
Cherokee,South Carolina,0,57300,23,4.0139616055846425e-4
Chester,South Carolina,2,32244,8,0.00024810817516437165
Chesterfield,South Carolina,6,45650,14,3.066812705366922e-4
Clarendon,South Carolina,25,33745,11,3.2597421840272633e-4
Colleton,South Carolina,5,37677,19,5.042864346949068e-4
Darlington,South Carolina,11,66618,33,4.95361613978204e-4
Dillon,South Carolina,1,30479,16,5.249516060238197e-4
Dorchester,South Carolina,17,162809,58,3.5624566209484736e-4
Edgefield,South Carolina,2,27260,9,3.301540719002201e-4
Fairfield,South Carolina,6,22347,9,4.027386226339106e-4
Florence,South Carolina,19,138293,140,0.0010123433579429183
Georgetown,South Carolina,13,62680,38,6.062539885130823e-4
Greenville,South Carolina,106,523542,532,0.0010161553418827907
Greenwood,South Carolina,5,70811,74,0.0010450353758596827
Hampton,South Carolina,0,19222,6,3.1214233690562894e-4
Horry,South Carolina,37,354081,197,5.563698701709495e-4
Jasper,South Carolina,3,30073,7,2.3276693379443354e-4
Kershaw,South Carolina,105,66551,40,6.010428092740905e-4
Lancaster,South Carolina,15,98012,42,4.2851895686242503e-4
Laurens,South Carolina,3,67493,37,5.482049990369372e-4
Lee,South Carolina,5,16828,3,1.7827430473021154e-4
Lexington,South Carolina,54,298750,175,5.857740585774059e-4
McCormick,South Carolina,0,9463,4,4.2269893268519497e-4
Marion,South Carolina,2,30657,13,4.2404671037609684e-4
Marlboro,South Carolina,2,26118,5,1.914388544298951e-4
Newberry,South Carolina,2,38440,25,6.503642039542144e-4
Oconee,South Carolina,5,79546,41,5.154250370854599e-4
Orangeburg,South Carolina,22,86175,38,4.409631563678561e-4
Pickens,South Carolina,14,126884,76,5.989722896503893e-4
Richland,South Carolina,148,415759,354,8.51454809156266e-4
Saluda,South Carolina,1,20473,2,9.768964001367654e-5
Spartanburg,South Carolina,37,319785,210,6.566912144096815e-4
Sumter,South Carolina,39,106721,54,5.059922601924645e-4
Union,South Carolina,3,27316,11,4.026943915653829e-4
Williamsburg,South Carolina,2,30368,5,1.6464699683877766e-4
York,South Carolina,56,280979,117,4.1640122571437726e-4
Aurora,South Dakota,1,2751,1,3.635041802980734e-4
Beadle,South Dakota,20,18453,11,5.96109033761448e-4
Bennett,South Dakota,0,3365,1,2.9717682020802375e-4
Bon Homme,South Dakota,1,6901,4,5.796261411389654e-4
Brookings,South Dakota,1,35077,20,5.701741882144995e-4
Brown,South Dakota,3,38839,25,6.436828960580859e-4
Brule,South Dakota,0,5297,8,0.0015102888427411742
Buffalo,South Dakota,0,1962,0,0
Butte,South Dakota,0,10429,2,1.9177294083804776e-4
Campbell,South Dakota,0,1376,0,0
Charles Mix,South Dakota,1,9292,6,6.457167455876022e-4
Clark,South Dakota,1,3736,1,2.676659528907923e-4
Clay,South Dakota,3,14070,9,6.396588486140725e-4
Codington,South Dakota,5,28009,27,9.639758649005677e-4
Corson,South Dakota,0,4086,1,2.447381302006853e-4
Custer,South Dakota,0,8972,4,4.4583147570218456e-4
Davison,South Dakota,2,19775,14,7.079646017699115e-4
Day,South Dakota,0,5424,2,3.687315634218289e-4
Deuel,South Dakota,1,4351,2,4.596644449551827e-4
Dewey,South Dakota,0,5892,1,1.6972165648336727e-4
Douglas,South Dakota,0,2921,2,6.846970215679561e-4
Edmunds,South Dakota,0,3829,2,5.223295899712719e-4
Fall River,South Dakota,1,6713,3,4.4689408610159393e-4
Faulk,South Dakota,1,2299,1,4.3497172683775554e-4
Grant,South Dakota,0,7052,7,9.926262053318207e-4
Gregory,South Dakota,0,4185,3,7.168458781362007e-4
Haakon,South Dakota,0,1899,2,0.00105318588730911
Hamlin,South Dakota,1,6164,1,1.6223231667748214e-4
Hand,South Dakota,0,3191,2,6.267627702914447e-4
Hanson,South Dakota,0,3453,1,2.896032435563278e-4
Harding,South Dakota,0,1298,0,0
Hughes,South Dakota,1,17526,14,7.988131918292822e-4
Hutchinson,South Dakota,2,7291,6,8.22932382389247e-4
Hyde,South Dakota,0,1301,0,0
Jackson,South Dakota,0,3344,1,2.990430622009569e-4
Jerauld,South Dakota,0,2013,2,9.935419771485345e-4
Jones,South Dakota,0,903,0,0
Kingsbury,South Dakota,1,4939,2,4.0494027130998176e-4
Lake,South Dakota,0,12797,8,6.251465187153239e-4
Lawrence,South Dakota,6,25844,21,8.125677139761647e-4
Lincoln,South Dakota,5,61128,89,0.0014559612616149718
Lyman,South Dakota,1,3781,1,2.644802962179318e-4
McCook,South Dakota,2,5586,1,1.7901897601145723e-4
McPherson,South Dakota,0,2379,2,8.406893652795292e-4
Marshall,South Dakota,1,4935,1,2.0263424518743666e-4
Meade,South Dakota,1,28332,17,6.000282366228999e-4
Mellette,South Dakota,0,2061,1,4.8520135856380397e-4
Miner,South Dakota,0,2216,1,4.512635379061372e-4
Minnehaha,South Dakota,31,193134,172,8.905733842824153e-4
Moody,South Dakota,0,6576,2,3.0413625304136254e-4
Oglala Lakota,South Dakota,0,14177,5,3.526839246667137e-4
Pennington,South Dakota,5,113775,99,8.701384311140409e-4
Perkins,South Dakota,0,2865,1,3.4904013961605586e-4
Potter,South Dakota,0,2153,1,4.6446818392940084e-4
Roberts,South Dakota,1,10394,7,6.734654608427939e-4
Sanborn,South Dakota,0,2344,1,4.266211604095563e-4
Spink,South Dakota,0,6376,2,3.136762860727729e-4
Stanley,South Dakota,0,3098,2,6.455777921239509e-4
Sully,South Dakota,0,1391,1,7.189072609633358e-4
Todd,South Dakota,1,10177,2,1.9652156824211456e-4
Tripp,South Dakota,0,5441,5,9.189487226612755e-4
Turner,South Dakota,1,8384,1,1.1927480916030534e-4
Union,South Dakota,1,15932,10,6.276675872457946e-4
Walworth,South Dakota,0,5435,5,9.199632014719411e-4
Yankton,South Dakota,6,22814,22,9.643201542912247e-4
Ziebach,South Dakota,0,2756,1,3.62844702467344e-4
Anderson,Tennessee,10,76978,41,5.326197095273975e-4
Bedford,Tennessee,2,49713,17,3.41962866855752e-4
Benton,Tennessee,4,16160,3,1.8564356435643565e-4
Bledsoe,Tennessee,2,15064,1,6.638343069569835e-5
Blount,Tennessee,25,133088,90,6.762442894926665e-4
Bradley,Tennessee,10,108110,57,5.272407732864675e-4
Campbell,Tennessee,4,39842,19,4.7688369057778224e-4
Cannon,Tennessee,3,14678,3,2.0438751873552255e-4
Carroll,Tennessee,5,27767,14,5.041956279036266e-4
Carter,Tennessee,1,56391,21,3.723998510400596e-4
Cheatham,Tennessee,10,40667,22,5.409791723018664e-4
Chester,Tennessee,3,17297,5,2.8906746834711223e-4
Claiborne,Tennessee,2,31959,19,5.945117181388655e-4
Clay,Tennessee,0,7615,3,3.939592908732764e-4
Cocke,Tennessee,1,36004,18,4.999444506165982e-4
Coffee,Tennessee,1,56520,37,6.546355272469923e-4
Crockett,Tennessee,0,14230,1,7.02740688685875e-5
Cumberland,Tennessee,11,60520,40,6.609385327164573e-4
Davidson,Tennessee,541,694144,653,9.407269961276047e-4
Decatur,Tennessee,0,11663,4,3.429649318357198e-4
DeKalb,Tennessee,4,20490,8,3.9043435822352365e-4
Dickson,Tennessee,17,53948,19,3.5219099873952695e-4
Dyer,Tennessee,3,37159,16,4.305820931672004e-4
Fayette,Tennessee,12,41133,14,3.4035932219872125e-4
Fentress,Tennessee,1,18523,8,4.3189548129352696e-4
Franklin,Tennessee,5,42208,28,6.633813495072025e-4
Gibson,Tennessee,6,49133,21,4.274113121527283e-4
Giles,Tennessee,3,29464,11,3.7333695357045886e-4
Grainger,Tennessee,0,23320,5,2.144082332761578e-4
Greene,Tennessee,12,69069,39,5.64652738565782e-4
Grundy,Tennessee,4,13427,1,7.447680047665153e-5
Hamblen,Tennessee,2,64934,40,6.16010102565682e-4
Hamilton,Tennessee,48,367804,401,0.001090254592119716
Hancock,Tennessee,0,6620,1,1.5105740181268882e-4
Hardeman,Tennessee,1,25050,6,2.3952095808383233e-4
Hardin,Tennessee,1,25652,13,5.067830968345548e-4
Hawkins,Tennessee,4,56786,16,2.817595886310006e-4
Haywood,Tennessee,2,17304,6,3.4674063800277393e-4
Henderson,Tennessee,0,28117,9,3.200910481203542e-4
Henry,Tennessee,1,32345,22,6.801669500695626e-4
Hickman,Tennessee,0,25178,5,1.9858606720152513e-4
Houston,Tennessee,1,8201,2,2.4387269845140838e-4
Humphreys,Tennessee,2,18582,5,2.6907760198041116e-4
Jackson,Tennessee,0,11786,2,1.6969285593076533e-4
Jefferson,Tennessee,6,54495,22,4.03706762088265e-4
Johnson,Tennessee,2,17788,6,3.3730604902181243e-4
Knox,Tennessee,66,470313,520,0.0011056466650932464
Lake,Tennessee,0,7016,1,1.4253135689851768e-4
Lauderdale,Tennessee,0,25633,2,7.802442164397456e-5
Lawrence,Tennessee,2,44142,16,3.62466585111685e-4
Lewis,Tennessee,2,12268,2,1.6302575806977502e-4
Lincoln,Tennessee,1,34366,18,5.237734970610487e-4
Loudon,Tennessee,8,54068,27,4.993711622401421e-4
McMinn,Tennessee,3,53794,26,4.833252779120348e-4
McNairy,Tennessee,1,25694,8,3.113567369813964e-4
Macon,Tennessee,4,24602,4,1.6258840744654907e-4
Madison,Tennessee,5,97984,128,0.0013063357282821686
Marion,Tennessee,6,28907,16,5.534991524544228e-4
Marshall,Tennessee,1,34375,5,1.4545454545454546e-4
Maury,Tennessee,15,96387,50,5.187421540249204e-4
Meigs,Tennessee,1,12422,6,4.830140074062148e-4
Monroe,Tennessee,5,46545,10,2.148458481039854e-4
Montgomery,Tennessee,19,208993,79,0.00037800309101261766
Moore,Tennessee,0,6488,1,1.5413070283600493e-4
Morgan,Tennessee,1,21403,3,1.4016726627108349e-4
Obion,Tennessee,1,30069,14,4.6559579633509597e-4
Overton,Tennessee,2,22241,10,4.4962007103997124e-4
Perry,Tennessee,2,8076,2,2.4764735017335313e-4
Pickett,Tennessee,0,5048,2,3.961965134706815e-4
Polk,Tennessee,0,16832,10,5.94106463878327e-4
Putnam,Tennessee,24,80245,52,6.480154526761793e-4
Rhea,Tennessee,0,33167,11,3.316549582416257e-4
Roane,Tennessee,2,53382,19,3.559252182383575e-4
Robertson,Tennessee,27,71813,25,3.481263838023756e-4
Rutherford,Tennessee,57,332285,135,4.062777435033179e-4
Scott,Tennessee,2,22068,9,4.078303425774878e-4
Sequatchie,Tennessee,0,15026,5,3.327565553041395e-4
Sevier,Tennessee,7,98250,38,3.8676844783715013e-4
Shelby,Tennessee,396,937166,783,8.35497659966324e-4
Smith,Tennessee,1,20157,8,3.9688445701245226e-4
Stewart,Tennessee,0,13715,1,7.291286912139993e-5
Sullivan,Tennessee,11,158348,199,0.0012567256927779322
Sumner,Tennessee,164,191283,90,4.705070497639623e-4
Tipton,Tennessee,16,61599,18,2.9221253591779086e-4
Trousdale,Tennessee,3,11284,2,1.772421127259837e-4
Unicoi,Tennessee,1,17883,7,3.9143320471956607e-4
Union,Tennessee,1,19972,3,1.5021029441217705e-4
Van Buren,Tennessee,0,5872,1,1.7029972752043596e-4
Warren,Tennessee,1,41277,21,5.087579039174359e-4
Washington,Tennessee,14,129375,220,0.0017004830917874397
Wayne,Tennessee,1,16673,5,2.9988604330354464e-4
Weakley,Tennessee,1,33328,19,5.700912145943351e-4
White,Tennessee,1,27345,9,3.2912781130005483e-4
Williamson,Tennessee,111,238412,339,0.0014219082932067177
Wilson,Tennessee,32,144657,44,3.041677900136184e-4
